timestamp,equipment_id,vibration_rms,temperature_c,pressure_bar,failure
2024-02-24 17:00:00,EQT-005,4.739,63.69,2.921,0
2024-02-24 18:00:00,EQT-005,4.941,70.16,4.012,0
2024-02-24 19:00:00,EQT-008,3.38,59.5,4.002,0
2024-02-24 20:00:00,EQT-021,4.185,68.47,2.824,0
2024-02-24 21:00:00,EQT-038,0.886,69.93,2.133,0
2024-02-24 22:00:00,EQT-022,3.99,70.08,3.209,0
2024-02-24 23:00:00,EQT-057,3.087,58.39,2.69,0
2024-02-25 00:00:00,EQT-060,1.997,59.91,1.959,0
2024-02-25 01:00:00,EQT-003,4.477,66.02,3.074,0
2024-02-25 02:00:00,EQT-039,2.889,75.78,2.686,1
2024-02-25 03:00:00,EQT-037,3.599,69.17,2.618,1
2024-02-25 04:00:00,EQT-052,3.841,62.49,2.686,0
2024-02-25 05:00:00,EQT-028,4.504,66.97,2.374,0
2024-02-25 06:00:00,EQT-006,3.428,58.99,2.869,0
2024-02-25 07:00:00,EQT-003,3.612,71.64,3.03,1
2024-02-25 08:00:00,EQT-010,3.538,54.96,3.131,0
2024-02-25 09:00:00,EQT-047,3.925,74.48,2.851,1
2024-02-25 10:00:00,EQT-006,5.397,79.31,2.639,1
2024-02-25 11:00:00,EQT-043,4.686,67.5,2.372,1
2024-02-25 12:00:00,EQT-008,3.844,69.77,3.814,0
2024-02-25 13:00:00,EQT-057,4.348,63.78,2.53,0
2024-02-25 14:00:00,EQT-007,3.804,60.61,3.13,0
2024-02-25 15:00:00,EQT-040,2.553,66.07,3.186,0
2024-02-25 16:00:00,EQT-001,5.93,58.27,2.458,0
2024-02-25 17:00:00,EQT-043,3.167,62.68,2.545,0
2024-02-25 18:00:00,EQT-005,5.095,65.04,3.537,0
2024-02-25 19:00:00,EQT-022,4.217,67.15,3.367,0
2024-02-25 20:00:00,EQT-052,5.023,70.63,2.244,0
2024-02-25 21:00:00,EQT-035,1.464,58.07,3.414,0
2024-02-25 22:00:00,EQT-021,4.64,71.68,3.425,1
2024-02-25 23:00:00,EQT-038,5.002,67.27,3.045,0
2024-02-26 00:00:00,EQT-038,1.275,69.54,2.015,0
2024-02-26 01:00:00,EQT-007,4.457,74.25,3.28,1
2024-02-26 02:00:00,EQT-029,4.357,74.29,3.926,1
2024-02-26 03:00:00,EQT-012,3.063,72.57,2.426,1
2024-02-26 04:00:00,EQT-029,3.687,65.71,3.838,0
2024-02-26 05:00:00,EQT-015,3.659,77.19,2.34,1
2024-02-26 06:00:00,EQT-016,2.87,67.11,2.28,0
2024-02-26 07:00:00,EQT-037,3.701,78.6,3.489,1
2024-02-26 08:00:00,EQT-029,5.734,69.59,2.787,0
2024-02-26 09:00:00,EQT-033,4.351,68.46,3.299,0
2024-02-26 10:00:00,EQT-008,4.23,68.68,3.008,0
2024-02-26 11:00:00,EQT-020,5.453,69.42,3.58,0
2024-02-26 12:00:00,EQT-021,3.178,67.36,2.738,0
2024-02-26 13:00:00,EQT-048,2.285,60.73,3.224,0
2024-02-26 14:00:00,EQT-023,3.839,51.35,2.787,0
2024-02-26 15:00:00,EQT-042,3.818,52.51,2.348,0
2024-02-26 16:00:00,EQT-052,4.376,59.32,2.522,0
2024-02-26 17:00:00,EQT-009,3.711,65.72,3.013,0
2024-02-26 18:00:00,EQT-006,2.22,66.16,3.526,0
2024-02-26 19:00:00,EQT-048,4.419,54.97,2.089,0
2024-02-26 20:00:00,EQT-019,2.886,65.72,3.178,0
2024-02-26 21:00:00,EQT-019,2.637,52.77,3.3,0
2024-02-26 22:00:00,EQT-060,5.054,66.6,2.621,0
2024-02-26 23:00:00,EQT-028,3.883,62.32,2.028,0
2024-02-27 00:00:00,EQT-038,5.769,61.28,3.599,0
2024-02-27 01:00:00,EQT-011,4.101,59.21,2.142,0
2024-02-27 02:00:00,EQT-016,3.98,60.83,2.578,0
2024-02-27 03:00:00,EQT-025,3.778,75.34,3.186,1
2024-02-27 04:00:00,EQT-002,3.711,56.35,3.295,0
2024-02-27 05:00:00,EQT-014,3.594,52.88,2.735,0
2024-02-27 06:00:00,EQT-060,3.796,65.01,2.977,0
2024-02-27 07:00:00,EQT-045,3.518,75.13,3.157,1
2024-02-27 08:00:00,EQT-036,5.099,63.21,3.049,0
2024-02-27 09:00:00,EQT-036,4.424,62.09,2.39,0
2024-02-27 10:00:00,EQT-021,3.825,63.33,2.452,0
2024-02-27 11:00:00,EQT-053,3.539,72.71,2.351,0
2024-02-27 12:00:00,EQT-028,4.292,79.64,2.954,1
2024-02-27 13:00:00,EQT-010,5.571,59.29,3.066,0
2024-02-27 14:00:00,EQT-004,3.021,58.05,2.35,0
2024-02-27 15:00:00,EQT-035,3.772,66.23,3.408,0
2024-02-27 16:00:00,EQT-008,3.803,73.21,2.653,1
2024-02-27 17:00:00,EQT-029,6.29,62.93,1.995,0
2024-02-27 18:00:00,EQT-051,3.152,57.2,4.052,0
2024-02-27 19:00:00,EQT-029,5.742,62.01,2.978,0
2024-02-27 20:00:00,EQT-037,4.873,68.47,2.762,1
2024-02-27 21:00:00,EQT-046,4.524,72.18,2.882,0
2024-02-27 22:00:00,EQT-025,2.456,53.11,3.816,0
2024-02-27 23:00:00,EQT-025,3.223,60.19,3.222,0
2024-02-28 00:00:00,EQT-005,3.734,59.33,3.4,0
2024-02-28 01:00:00,EQT-042,4.686,63.15,3.156,0
2024-02-28 02:00:00,EQT-001,3.72,62.71,3.247,0
2024-02-28 03:00:00,EQT-017,4.969,70.45,2.537,0
2024-02-28 04:00:00,EQT-017,4.277,52.45,4.134,0
2024-02-28 05:00:00,EQT-008,3.495,60.36,2.386,0
2024-02-28 06:00:00,EQT-046,3.941,66.79,1.882,0
2024-02-28 07:00:00,EQT-048,4.412,70.43,3.624,1
2024-02-28 08:00:00,EQT-008,3.089,82.45,3.489,1
2024-02-28 09:00:00,EQT-032,4.203,74.8,2.431,1
2024-02-28 10:00:00,EQT-015,5.887,59.58,2.944,0
2024-02-28 11:00:00,EQT-015,5.074,58.97,2.775,0
2024-02-28 12:00:00,EQT-010,5.702,65.38,2.361,1
2024-02-28 13:00:00,EQT-028,4.392,72.93,2.893,1
2024-02-28 14:00:00,EQT-058,3.325,61.97,3.06,0
2024-02-28 15:00:00,EQT-038,2.93,58.35,2.665,0
2024-02-28 16:00:00,EQT-001,3.643,63.44,3.346,0
2024-02-28 17:00:00,EQT-015,6.619,66.01,2.942,1
2024-02-28 18:00:00,EQT-019,2.787,73.74,3.909,0
2024-02-28 19:00:00,EQT-011,2.996,69.32,4.287,1
2024-02-28 20:00:00,EQT-011,2.334,66.35,2.402,0
2024-02-28 21:00:00,EQT-060,3.581,72.53,3.896,1
2024-02-28 22:00:00,EQT-040,4.126,78.98,3.16,1
2024-02-28 23:00:00,EQT-012,3.277,60.69,4.306,0
2024-02-29 00:00:00,EQT-032,4.615,61.58,2.164,0
2024-02-29 01:00:00,EQT-021,4.108,54.66,3.057,0
2024-02-29 02:00:00,EQT-020,3.072,60.51,3.594,0
2024-02-29 03:00:00,EQT-024,3.88,65.44,3.007,0
2024-02-29 04:00:00,EQT-057,5.355,59.43,2.779,0
2024-02-29 05:00:00,EQT-052,3.583,61.19,1.906,0
2024-02-29 06:00:00,EQT-033,4.492,64.28,3.462,0
2024-02-29 07:00:00,EQT-017,3.486,53.17,3.091,0
2024-02-29 08:00:00,EQT-053,4.642,65.38,2.818,0
2024-02-29 09:00:00,EQT-014,4.283,55.63,3.219,0
2024-02-29 10:00:00,EQT-002,4.177,74.64,2.8,0
2024-02-29 11:00:00,EQT-008,3.25,66.42,3.46,0
2024-02-29 12:00:00,EQT-032,4.476,64.1,2.879,0
2024-02-29 13:00:00,EQT-046,4.21,69.14,3.435,0
2024-02-29 14:00:00,EQT-014,5.146,77.25,3.548,1
2024-02-29 15:00:00,EQT-034,2.143,66.16,2.57,0
2024-02-29 16:00:00,EQT-018,3.811,72.73,2.511,0
2024-02-29 17:00:00,EQT-006,3.772,61.2,3.504,0
2024-02-29 18:00:00,EQT-039,4.129,61.02,2.429,1
2024-02-29 19:00:00,EQT-028,3.115,66.47,2.848,0
2024-02-29 20:00:00,EQT-023,2.835,62.7,3.953,0
2024-02-29 21:00:00,EQT-060,4.226,67.39,2.359,0
2024-02-29 22:00:00,EQT-058,3.944,64.47,2.951,0
2024-02-29 23:00:00,EQT-056,4.533,64.95,2.828,1
2024-03-01 00:00:00,EQT-013,1.422,53.79,3.566,0
2024-03-01 01:00:00,EQT-034,5.288,69.8,3.543,1
2024-03-01 02:00:00,EQT-024,4.242,55.2,3.417,0
2024-03-01 03:00:00,EQT-015,4.642,70.48,3.19,1
2024-03-01 04:00:00,EQT-033,5.439,61.07,3.036,0
2024-03-01 05:00:00,EQT-036,4.979,65.59,3.148,0
2024-03-01 06:00:00,EQT-050,4.054,62.84,3.192,0
2024-03-01 07:00:00,EQT-031,4.409,61.23,2.057,0
2024-03-01 08:00:00,EQT-036,4.354,61.24,2.97,0
2024-03-01 09:00:00,EQT-059,4.954,61.93,2.915,0
2024-03-01 10:00:00,EQT-010,4.8,67.04,2.294,1
2024-03-01 11:00:00,EQT-001,1.769,64.11,3.207,0
2024-03-01 12:00:00,EQT-011,3.967,70.58,3.053,0
2024-03-01 13:00:00,EQT-019,5.855,78.99,2.995,1
2024-03-01 14:00:00,EQT-018,4.345,56.71,2.968,0
2024-03-01 15:00:00,EQT-025,4.02,57.87,3.575,0
2024-03-01 16:00:00,EQT-040,4.836,73.55,2.448,0
2024-03-01 17:00:00,EQT-044,2.726,64.86,2.279,0
2024-03-01 18:00:00,EQT-041,3.872,60.28,2.518,0
2024-03-01 19:00:00,EQT-045,4.501,70.23,2.944,1
2024-03-01 20:00:00,EQT-032,5.81,56.39,3.318,0
2024-03-01 21:00:00,EQT-045,3.485,71.34,2.46,0
2024-03-01 22:00:00,EQT-053,3.452,65.26,2.698,0
2024-03-01 23:00:00,EQT-035,3.752,71.42,2.973,0
2024-03-02 00:00:00,EQT-048,4.469,68.25,3.655,1
2024-03-02 01:00:00,EQT-034,2.859,66.34,2.432,0
2024-03-02 02:00:00,EQT-022,4.373,61.05,2.987,0
2024-03-02 03:00:00,EQT-018,4.534,73.23,3.397,1
2024-03-02 04:00:00,EQT-052,4.858,55.75,2.46,0
2024-03-02 05:00:00,EQT-053,6.103,66.09,4.051,1
2024-03-02 06:00:00,EQT-012,2.836,73.73,2.464,1
2024-03-02 07:00:00,EQT-026,4.76,71.19,2.99,1
2024-03-02 08:00:00,EQT-038,2.964,60.56,2.946,0
2024-03-02 09:00:00,EQT-022,3.189,75.35,3.109,0
2024-03-02 10:00:00,EQT-031,5.01,66.79,2.685,0
2024-03-02 11:00:00,EQT-048,3.675,79.38,2.855,1
2024-03-02 12:00:00,EQT-015,5.888,80.87,3.079,0
2024-03-02 13:00:00,EQT-044,3.47,70.47,3.796,0
2024-03-02 14:00:00,EQT-025,5.2,75.56,3.467,1
2024-03-02 15:00:00,EQT-020,4.154,59.09,2.59,0
2024-03-02 16:00:00,EQT-004,4.875,72.91,3.699,1
2024-03-02 17:00:00,EQT-002,4.389,63.75,2.594,0
2024-03-02 18:00:00,EQT-012,4.038,66.85,3.709,0
2024-03-02 19:00:00,EQT-001,2.702,64.41,2.823,0
2024-03-02 20:00:00,EQT-033,3.465,59.69,2.967,0
2024-03-02 21:00:00,EQT-052,3.506,74.13,4.102,1
2024-03-02 22:00:00,EQT-002,2.529,56.73,2.696,0
2024-03-02 23:00:00,EQT-010,3.719,67.04,3.744,0
2024-03-03 00:00:00,EQT-053,2.957,67.78,2.968,0
2024-03-03 01:00:00,EQT-037,3.952,53.57,3.081,0
2024-03-03 02:00:00,EQT-047,3.794,59.56,2.991,0
2024-03-03 03:00:00,EQT-036,6.337,71.19,1.979,0
2024-03-03 04:00:00,EQT-057,2.706,77.67,4.388,1
2024-03-03 05:00:00,EQT-014,2.516,68.08,3.817,0
2024-03-03 06:00:00,EQT-051,2.384,72.05,2.611,0
2024-03-03 07:00:00,EQT-027,3.697,66.36,3.197,0
2024-03-03 08:00:00,EQT-003,4.816,66.9,3.351,0
2024-03-03 09:00:00,EQT-026,4.453,59.55,2.731,0
2024-03-03 10:00:00,EQT-025,4.791,59.22,3.342,0
2024-03-03 11:00:00,EQT-031,6.168,65.57,3.524,1
2024-03-03 12:00:00,EQT-011,5.276,58.36,3.365,0
2024-03-03 13:00:00,EQT-052,5.704,72.28,2.461,1
2024-03-03 14:00:00,EQT-019,3.97,68.1,2.927,0
2024-03-03 15:00:00,EQT-055,4.695,57.31,3.295,0
2024-03-03 16:00:00,EQT-060,5.242,52.52,2.868,0
2024-03-03 17:00:00,EQT-006,3.622,71.41,3.404,1
2024-03-03 18:00:00,EQT-045,4.087,58.48,3.772,0
2024-03-03 19:00:00,EQT-026,2.1,54.36,3.326,0
2024-03-03 20:00:00,EQT-032,1.843,53.89,3.18,0
2024-03-03 21:00:00,EQT-018,4.154,64.93,2.328,0
2024-03-03 22:00:00,EQT-025,5.061,70.68,2.251,1
2024-03-03 23:00:00,EQT-048,2.773,65.54,2.456,0
2024-03-04 00:00:00,EQT-036,5.136,66.21,2.335,0
2024-03-04 01:00:00,EQT-021,4.194,64.1,3.009,0
2024-03-04 02:00:00,EQT-043,2.79,67.19,3.683,0
2024-03-04 03:00:00,EQT-030,4.349,52.07,3.621,0
2024-03-04 04:00:00,EQT-044,5.741,60.35,1.732,0
2024-03-04 05:00:00,EQT-043,5.581,71.8,3.03,1
2024-03-04 06:00:00,EQT-053,4.225,65.42,3.604,0
2024-03-04 07:00:00,EQT-039,5.119,64.96,3.621,0
2024-03-04 08:00:00,EQT-045,2.252,61.23,3.023,0
2024-03-04 09:00:00,EQT-045,3.529,66.85,2.483,0
2024-03-04 10:00:00,EQT-049,3.569,52.89,3.92,0
2024-03-04 11:00:00,EQT-026,4.148,70.4,2.328,0
2024-03-04 12:00:00,EQT-016,4.616,69.13,2.722,0
2024-03-04 13:00:00,EQT-033,3.136,73.43,3.132,1
2024-03-04 14:00:00,EQT-027,4.991,76.04,3.179,0
2024-03-04 15:00:00,EQT-017,3.033,72.43,3.485,1
2024-03-04 16:00:00,EQT-015,1.92,62.67,2.827,0
2024-03-04 17:00:00,EQT-047,4.819,60.33,2.526,0
2024-03-04 18:00:00,EQT-036,5.431,66.61,3.904,1
2024-03-04 19:00:00,EQT-052,5.805,74.86,2.525,1
2024-03-04 20:00:00,EQT-033,3.527,65.2,2.767,0
2024-03-04 21:00:00,EQT-019,4.735,69.46,2.457,0
2024-03-04 22:00:00,EQT-051,2.769,66.4,3.069,0
2024-03-04 23:00:00,EQT-030,4.252,68.36,3.52,0
2024-03-05 00:00:00,EQT-001,5.404,61.67,2.969,0
2024-03-05 01:00:00,EQT-007,5.725,67.18,3.004,0
2024-03-05 02:00:00,EQT-032,2.39,60.48,3.401,0
2024-03-05 03:00:00,EQT-007,3.459,70.56,3.392,0
2024-03-05 04:00:00,EQT-049,4.572,75.41,3.589,1
2024-03-05 05:00:00,EQT-009,4.29,73.83,2.812,1
2024-03-05 06:00:00,EQT-029,4.843,68.21,2.955,0
2024-03-05 07:00:00,EQT-038,3.046,54.33,1.702,0
2024-03-05 08:00:00,EQT-002,4.323,54.61,3.005,0
2024-03-05 09:00:00,EQT-048,2.849,65.63,2.997,0
2024-03-05 10:00:00,EQT-005,5.892,63.96,3.148,0
2024-03-05 11:00:00,EQT-008,1.968,64.32,2.741,0
2024-03-05 12:00:00,EQT-003,1.91,74.13,2.626,0
2024-03-05 13:00:00,EQT-060,3.022,72.77,3.678,0
2024-03-05 14:00:00,EQT-026,3.627,52.46,3.111,0
2024-03-05 15:00:00,EQT-022,3.956,73.9,3.269,1
2024-03-05 16:00:00,EQT-014,4.444,58.83,3.363,0
2024-03-05 17:00:00,EQT-054,4.131,70.68,2.639,1
2024-03-05 18:00:00,EQT-037,4.771,69.92,3.382,0
2024-03-05 19:00:00,EQT-060,4.582,72.94,2.606,0
2024-03-05 20:00:00,EQT-060,1.803,69.82,3.038,0
2024-03-05 21:00:00,EQT-051,3.06,56.19,3.623,0
2024-03-05 22:00:00,EQT-047,4.28,77.74,3.036,1
2024-03-05 23:00:00,EQT-023,3.534,74.47,3.096,1
2024-03-06 00:00:00,EQT-021,3.691,54.6,2.55,0
2024-03-06 01:00:00,EQT-002,3.926,56.5,3.548,0
2024-03-06 02:00:00,EQT-048,4.731,62.57,3.316,0
2024-03-06 03:00:00,EQT-031,5.23,70.1,2.475,0
2024-03-06 04:00:00,EQT-053,4.96,68.02,2.443,0
2024-03-06 05:00:00,EQT-030,4.046,70.66,3.2,1
2024-03-06 06:00:00,EQT-001,6.975,58.38,3.059,0
2024-03-06 07:00:00,EQT-001,3.983,50.98,2.498,0
2024-03-06 08:00:00,EQT-049,3.354,69.23,3.735,1
2024-03-06 09:00:00,EQT-053,3.494,62.43,2.883,0
2024-03-06 10:00:00,EQT-022,5.123,61.23,2.638,0
2024-03-06 11:00:00,EQT-009,4.679,69.11,3.398,0
2024-03-06 12:00:00,EQT-004,4.286,55.3,2.741,0
2024-03-06 13:00:00,EQT-038,3.56,66.99,2.926,0
2024-03-06 14:00:00,EQT-050,3.237,81.26,2.969,0
2024-03-06 15:00:00,EQT-016,5.121,69.65,3.187,0
2024-03-06 16:00:00,EQT-012,6.763,56.9,3.022,0
2024-03-06 17:00:00,EQT-025,3.294,69.97,2.793,0
2024-03-06 18:00:00,EQT-048,2.632,67.56,3.271,0
2024-03-06 19:00:00,EQT-029,3.293,59.15,2.607,0
2024-03-06 20:00:00,EQT-031,4.767,65.03,3.277,0
2024-03-06 21:00:00,EQT-036,3.264,65.71,3.501,0
2024-03-06 22:00:00,EQT-032,4.289,65.99,2.967,0
2024-03-06 23:00:00,EQT-032,4.917,69.75,2.754,0
2024-03-07 00:00:00,EQT-005,2.775,48.54,3.635,0
2024-03-07 01:00:00,EQT-022,4.141,59.53,3.119,0
2024-03-07 02:00:00,EQT-036,3.918,67.27,3.387,1
2024-03-07 03:00:00,EQT-003,4.698,60.28,2.876,0
2024-03-07 04:00:00,EQT-049,4.636,62.98,3.416,0
2024-03-07 05:00:00,EQT-008,1.822,58.24,3.026,0
2024-03-07 06:00:00,EQT-001,5.335,60.94,3.247,0
2024-03-07 07:00:00,EQT-038,3.563,67.39,1.898,0
2024-03-07 08:00:00,EQT-039,2.724,64.86,3.099,0
2024-03-07 09:00:00,EQT-037,4.123,62.72,2.954,0
2024-03-07 10:00:00,EQT-034,3.906,65.68,2.819,0
2024-03-07 11:00:00,EQT-041,5.048,71.22,2.923,0
2024-03-07 12:00:00,EQT-022,2.876,50.44,3.088,0
2024-03-07 13:00:00,EQT-005,5.275,74.21,2.725,0
2024-03-07 14:00:00,EQT-044,4.654,69.4,2.177,0
2024-03-07 15:00:00,EQT-015,3.087,61.34,3.175,0
2024-03-07 16:00:00,EQT-005,4.309,57.47,2.721,0
2024-03-07 17:00:00,EQT-015,4.733,63.12,2.731,0
2024-03-07 18:00:00,EQT-053,4.892,65.82,1.923,0
2024-03-07 19:00:00,EQT-049,4.037,58.16,2.547,0
2024-03-07 20:00:00,EQT-007,4.038,65.42,2.862,0
2024-03-07 21:00:00,EQT-046,5.171,64.06,2.998,0
2024-03-07 22:00:00,EQT-034,3.924,64.4,3.11,1
2024-03-07 23:00:00,EQT-046,3.216,50.93,2.479,0
2024-03-08 00:00:00,EQT-044,3.051,68.72,3.444,0
2024-03-08 01:00:00,EQT-059,4.775,57.31,2.003,0
2024-03-08 02:00:00,EQT-037,4.799,52.08,3.095,0
2024-03-08 03:00:00,EQT-055,3.37,64.71,3.237,0
2024-03-08 04:00:00,EQT-047,4.459,72.32,3.558,1
2024-03-08 05:00:00,EQT-039,4.801,56.58,3.204,0
2024-03-08 06:00:00,EQT-023,2.81,69.11,3.63,0
2024-03-08 07:00:00,EQT-031,5.843,57.91,2.735,0
2024-03-08 08:00:00,EQT-055,3.609,69.59,2.468,0
2024-03-08 09:00:00,EQT-050,4.495,65.14,3.319,0
2024-03-08 10:00:00,EQT-030,2.205,56.52,2.771,0
2024-03-08 11:00:00,EQT-033,2.497,58.84,2.683,0
2024-03-08 12:00:00,EQT-038,3.064,70.23,2.953,0
2024-03-08 13:00:00,EQT-047,2.841,70.77,3.525,0
2024-03-08 14:00:00,EQT-015,3.308,56.93,3.309,0
2024-03-08 15:00:00,EQT-011,3.772,50.81,3.437,0
2024-03-08 16:00:00,EQT-044,3.82,72.27,3.087,0
2024-03-08 17:00:00,EQT-031,4.345,67.52,2.482,0
2024-03-08 18:00:00,EQT-033,4.394,63.41,3.522,0
2024-03-08 19:00:00,EQT-030,3.588,64.08,2.831,0
2024-03-08 20:00:00,EQT-042,3.494,69.08,2.966,0
2024-03-08 21:00:00,EQT-030,4.558,65.08,3.107,0
2024-03-08 22:00:00,EQT-041,3.021,57.01,2.629,0
2024-03-08 23:00:00,EQT-032,4.439,67.37,2.685,0
2024-03-09 00:00:00,EQT-003,4.221,61.75,2.671,0
2024-03-09 01:00:00,EQT-037,4.36,56.36,2.715,0
2024-03-09 02:00:00,EQT-005,2.329,52.47,2.126,0
2024-03-09 03:00:00,EQT-037,4.959,70.18,3.139,1
2024-03-09 04:00:00,EQT-005,4.527,60.35,3.051,0
2024-03-09 05:00:00,EQT-058,4.246,61.47,2.332,0
2024-03-09 06:00:00,EQT-015,4.088,70.1,2.761,0
2024-03-09 07:00:00,EQT-014,4.601,79.5,1.929,0
2024-03-09 08:00:00,EQT-001,1.504,57.48,3.065,0
2024-03-09 09:00:00,EQT-009,5.236,58.24,3.214,0
2024-03-09 10:00:00,EQT-003,3.784,60.5,2.319,0
2024-03-09 11:00:00,EQT-044,4.805,57.26,3.287,0
2024-03-09 12:00:00,EQT-008,2.475,78.09,3.049,1
2024-03-09 13:00:00,EQT-015,3.828,51.14,2.426,0
2024-03-09 14:00:00,EQT-054,4.376,65.22,2.881,0
2024-03-09 15:00:00,EQT-017,1.964,59.35,2.718,0
2024-03-09 16:00:00,EQT-038,4.842,56.27,3.164,0
2024-03-09 17:00:00,EQT-011,4.84,61.38,3.544,0
2024-03-09 18:00:00,EQT-024,5.494,59.56,2.45,0
2024-03-09 19:00:00,EQT-029,4.53,65.13,3.653,1
2024-03-09 20:00:00,EQT-052,4.788,65.33,2.78,0
2024-03-09 21:00:00,EQT-025,3.947,65.38,2.681,0
2024-03-09 22:00:00,EQT-024,4.139,77.48,3.2,0
2024-03-09 23:00:00,EQT-059,4.38,64.58,3.68,0
2024-03-10 00:00:00,EQT-022,5.73,65.48,2.922,0
2024-03-10 01:00:00,EQT-041,3.052,66.52,2.618,0
2024-03-10 02:00:00,EQT-057,4.055,68.65,3.524,1
2024-03-10 03:00:00,EQT-036,4.29,72.69,2.557,1
2024-03-10 04:00:00,EQT-044,4.435,59.62,3.478,0
2024-03-10 05:00:00,EQT-035,3.477,63.6,2.392,0
2024-03-10 06:00:00,EQT-044,4.591,65.31,2.716,0
2024-03-10 07:00:00,EQT-018,4.555,61.23,3.056,0
2024-03-10 08:00:00,EQT-035,3.12,59.86,3.545,0
2024-03-10 09:00:00,EQT-054,2.456,72.08,2.217,0
2024-03-10 10:00:00,EQT-011,4.735,72.33,3.262,1
2024-03-10 11:00:00,EQT-007,2.721,64.53,3.123,0
2024-03-10 12:00:00,EQT-024,3.909,66.89,2.316,0
2024-03-10 13:00:00,EQT-045,3.879,62.77,3.823,0
2024-03-10 14:00:00,EQT-050,4.217,68.81,3.334,0
2024-03-10 15:00:00,EQT-008,3.22,67.4,2.331,0
2024-03-10 16:00:00,EQT-039,3.064,65.76,3.713,0
2024-03-10 17:00:00,EQT-030,4.863,66.51,1.956,0
2024-03-10 18:00:00,EQT-035,1.802,66.5,3.089,0
2024-03-10 19:00:00,EQT-013,5.07,68.06,3.48,0
2024-03-10 20:00:00,EQT-012,4.826,59.53,3.625,0
2024-03-10 21:00:00,EQT-034,4.604,54.36,3.127,0
2024-03-10 22:00:00,EQT-035,3.103,72.67,2.816,0
2024-03-10 23:00:00,EQT-012,2.999,68.95,2.7,0
2024-03-11 00:00:00,EQT-013,3.385,61.43,2.816,0
2024-03-11 01:00:00,EQT-031,4.188,62.48,3.281,0
2024-03-11 02:00:00,EQT-037,5.484,66.67,3.688,1
2024-03-11 03:00:00,EQT-002,5.146,79.01,3.06,0
2024-03-11 04:00:00,EQT-044,4.519,72.13,3.413,1
2024-03-11 05:00:00,EQT-015,1.909,68.5,3.598,0
2024-03-11 06:00:00,EQT-047,5.29,57.46,3.207,0
2024-03-11 07:00:00,EQT-045,2.815,70.27,3.147,0
2024-03-11 08:00:00,EQT-053,4.535,56.13,3.855,0
2024-03-11 09:00:00,EQT-032,4.757,67.91,2.521,0
2024-03-11 10:00:00,EQT-042,2.836,83.86,2.554,1
2024-03-11 11:00:00,EQT-030,3.467,74.0,2.871,1
2024-03-11 12:00:00,EQT-020,3.028,58.77,3.257,0
2024-03-11 13:00:00,EQT-039,2.699,66.93,2.276,0
2024-03-11 14:00:00,EQT-041,4.477,69.88,3.285,0
2024-03-11 15:00:00,EQT-032,5.285,64.3,3.523,0
2024-03-11 16:00:00,EQT-017,3.085,62.33,2.518,0
2024-03-11 17:00:00,EQT-016,4.431,60.87,3.255,0
2024-03-11 18:00:00,EQT-056,3.325,59.52,2.604,0
2024-03-11 19:00:00,EQT-054,7.271,49.52,2.616,0
2024-03-11 20:00:00,EQT-047,5.257,62.02,2.791,0
2024-03-11 21:00:00,EQT-019,4.659,70.69,3.23,0
2024-03-11 22:00:00,EQT-029,4.576,56.22,3.403,1
2024-03-11 23:00:00,EQT-002,5.22,63.22,3.705,0
2024-03-12 00:00:00,EQT-035,3.67,66.46,2.221,0
2024-03-12 01:00:00,EQT-012,4.839,63.55,2.795,0
2024-03-12 02:00:00,EQT-060,2.356,72.86,2.8,0
2024-03-12 03:00:00,EQT-025,2.573,62.43,4.263,0
2024-03-12 04:00:00,EQT-003,4.481,70.74,3.19,1
2024-03-12 05:00:00,EQT-001,4.65,63.37,3.575,0
2024-03-12 06:00:00,EQT-041,4.46,67.72,3.433,1
2024-03-12 07:00:00,EQT-033,4.796,64.02,3.199,1
2024-03-12 08:00:00,EQT-042,3.214,80.37,3.438,1
2024-03-12 09:00:00,EQT-058,5.693,58.01,2.813,0
2024-03-12 10:00:00,EQT-019,4.594,61.55,2.584,0
2024-03-12 11:00:00,EQT-034,4.604,54.27,3.864,0
2024-03-12 12:00:00,EQT-009,3.237,69.26,3.112,0
2024-03-12 13:00:00,EQT-013,2.235,68.62,3.08,0
2024-03-12 14:00:00,EQT-019,5.068,66.04,2.833,0
2024-03-12 15:00:00,EQT-004,3.556,63.64,2.682,0
2024-03-12 16:00:00,EQT-008,1.61,71.22,2.763,0
2024-03-12 17:00:00,EQT-033,4.299,56.2,2.307,0
2024-03-12 18:00:00,EQT-030,3.562,85.1,3.194,1
2024-03-12 19:00:00,EQT-042,4.317,66.83,2.208,0
2024-03-12 20:00:00,EQT-039,3.931,67.92,1.97,0
2024-03-12 21:00:00,EQT-039,1.879,58.38,1.389,0
2024-03-12 22:00:00,EQT-016,4.398,58.54,3.562,0
2024-03-12 23:00:00,EQT-035,4.566,63.12,3.484,0
2024-03-13 00:00:00,EQT-021,3.023,62.0,2.13,0
2024-03-13 01:00:00,EQT-023,5.277,62.62,2.799,0
2024-03-13 02:00:00,EQT-030,4.173,58.05,2.31,0
2024-03-13 03:00:00,EQT-024,4.15,63.81,2.612,0
2024-03-13 04:00:00,EQT-008,4.496,56.96,3.251,0
2024-03-13 05:00:00,EQT-052,3.644,68.27,2.825,0
2024-03-13 06:00:00,EQT-024,5.871,66.43,3.765,1
2024-03-13 07:00:00,EQT-003,4.323,63.33,2.79,0
